App,Network,KPI,Contact,Latitude,Longitude,Start,End,Result,Failure,Extra
WhatsApp,Mobile,CALL_ATTEMPT,vast_wb,n/a,n/a,2025-08-28 15:28:27,2025-08-28 15:28:27,Event,,by=A
WhatsApp,Mobile,CDR,vast_wb,n/a,n/a,2025-08-28 15:28:27,2025-08-28 15:29:05,Failed,NotConnected,
WhatsApp,Mobile,CALL_ATTEMPT,vast_wb,n/a,n/a,2025-08-28 15:29:16,2025-08-28 15:29:16,Event,,by=A
WhatsApp,Mobile,CDR,vast_wb,n/a,n/a,2025-08-28 15:29:16,2025-08-28 15:29:53,Failed,NotConnected,
