App;RED;Type;Latitud;Longitud;Fecha Hora Inicio;Fecha Hora Fin;Estado;Causa de falla;Tamanio de archivo (MB)
FB;WIFI;Envio de documento;-17.3763375;-66.1567219;2025-06-10 11:27:09;2025-06-10 11:27:09;fallido;Elemento no encontrado;0 Mb
FB;WIFI;Carga feed;-17.3763375;-66.1567219;2025-06-10 11:27:16;2025-06-10 11:27:18;exitoso;;
FB;WIFI;Carga feed;-17.3763375;-66.1567219;2025-06-10 11:27:30;2025-06-10 11:27:34;fallido;Elemento no encontrado;
FB;WIFI;Carga feed;-17.3763375;-66.1567219;2025-06-10 11:27:54;2025-06-10 11:27:57;exitoso;;
FB;WIFI;Publicar historia;-17.3763375;-66.1567219;2025-06-10 11:28:13;2025-06-10 11:28:18;exitoso;;2 MB
FB;WIFI;Envio de mensaje;-17.3763375;-66.1567219;2025-06-10 11:28:38;2025-06-10 11:28:40;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3763375;-66.1567219;2025-06-10 11:28:42;2025-06-10 11:28:46;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3763375;-66.1567219;2025-06-10 11:28:50;2025-06-10 11:28:54;exitoso;;25.58 MB
FB;WIFI;Envio de documento;-17.3763375;-66.1567219;2025-06-10 11:29:00;2025-06-10 11:29:04;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.3763375;-66.1567219;2025-06-10 11:30:24;2025-06-10 11:30:25;exitoso;;
FB;WIFI;Publicar historia;-17.3763375;-66.1567219;2025-06-10 11:30:41;2025-06-10 11:30:46;exitoso;;2 MB
FB;WIFI;Envio de mensaje;-17.3763375;-66.1567219;2025-06-10 11:31:17;2025-06-10 11:31:19;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3763375;-66.1567219;2025-06-10 11:31:22;2025-06-10 11:31:25;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3763375;-66.1567219;2025-06-10 11:31:30;2025-06-10 11:31:34;exitoso;;25.58 MB
FB;WIFI;Envio de documento;-17.3763375;-66.1567219;2025-06-10 11:31:37;2025-06-10 11:31:40;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.3763375;-66.1567219;2025-06-10 11:31:48;2025-06-10 11:31:50;exitoso;;
FB;SIN_RED;Publicar historia;-17.3763375;-66.1567219;2025-06-10 11:32:09;2025-06-10 11:32:09;fallido;Sin red;0 MB
FB;SIN_RED;Publicar historia;-17.3763375;-66.1567219;2025-06-10 11:32:09;2025-06-10 11:32:09;fallido;Sin red;0 MB
FB;SIN_RED;Envio de mensaje;-17.3763375;-66.1567219;2025-06-10 11:32:38;2025-06-10 11:32:38;fallido;Sin red;0 caracteres
FB;SIN_RED;Envio de foto;-17.3763375;-66.1567219;2025-06-10 11:32:42;2025-06-10 11:32:42;fallido;Sin red;0 MB
FB;SIN_RED;Envio de video;-17.3763375;-66.1567219;2025-06-10 11:32:48;2025-06-10 11:32:48;fallido;Sin red;0 MB
FB;SIN_RED;Envio de documento;-17.3763375;-66.1567219;2025-06-10 11:32:52;2025-06-10 11:32:52;fallido;Sin red;0 Mb
FB;SIN_RED;Carga feed;-17.3763375;-66.1567219;2025-06-10 11:33:01;2025-06-10 11:33:01;fallido;Sin red;
FB;WIFI;Publicar historia;-17.3763375;-66.1567219;2025-06-10 11:33:21;2025-06-10 11:33:25;exitoso;;2 MB
FB;WIFI;Carga feed;-17.3763375;-66.1567219;2025-06-10 11:33:59;2025-06-10 11:34:01;exitoso;;
FB;SIN_RED;Carga feed;-17.3762566;-66.1566854;2025-06-10 12:15:58;2025-06-10 12:15:59;fallido;Sin red;
FB;WIFI;Publicar historia;-17.3762566;-66.1566854;2025-06-10 12:16:23;2025-06-10 12:16:32;exitoso;;2 MB
FB;WIFI;Carga feed;-17.3762566;-66.1566854;2025-06-10 12:16:41;2025-06-10 12:16:43;exitoso;;
FB;WIFI;Publicar historia;-17.3762566;-66.1566854;2025-06-10 12:17:00;2025-06-10 12:17:04;exitoso;;2 MB
FB;WIFI;Carga feed;-17.3762566;-66.1566854;2025-06-10 12:17:12;2025-06-10 12:17:13;exitoso;;
FB;WIFI;Publicar historia;-17.3762566;-66.1566854;2025-06-10 12:17:29;2025-06-10 12:17:34;exitoso;;2 MB
FB;WIFI;Carga feed;-17.3762566;-66.1566854;2025-06-10 12:20:45;2025-06-10 12:20:46;exitoso;;
FB;WIFI;Publicar historia;-17.3762566;-66.1566854;2025-06-10 12:21:04;2025-06-10 12:21:09;exitoso;;2 MB
FB;WIFI;Envio de mensaje;-17.3762566;-66.1566854;2025-06-10 12:21:10;2025-06-10 12:21:28;fallido;TimeOut;
FB;WIFI;Envio de mensaje;-17.3762566;-66.1566854;2025-06-10 12:21:42;2025-06-10 12:21:53;fallido;Time Out;0 caracteres
FB;WIFI;Envio de foto;-17.3762566;-66.1566854;2025-06-10 12:21:56;2025-06-10 12:22:00;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3762566;-66.1566854;2025-06-10 12:22:04;2025-06-10 12:22:09;exitoso;;25.58 MB
FB;WIFI;Envio de documento;-17.3762566;-66.1566854;2025-06-10 12:22:13;2025-06-10 12:22:24;fallido;Time Out;0 MB
FB;WIFI;Carga feed;-17.3762566;-66.1566854;2025-06-10 12:22:32;2025-06-10 12:22:34;exitoso;;
FB;WIFI;Carga feed;-17.3762566;-66.1566854;2025-06-10 12:25:38;2025-06-10 12:25:40;exitoso;;
FB;WIFI;Publicar historia;-17.3762566;-66.1566854;2025-06-10 12:25:54;2025-06-10 12:26:03;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3762566;-66.1566854;2025-06-10 12:26:04;2025-06-10 12:26:20;exitoso;;
FB;WIFI;Envio de mensaje;-17.3762566;-66.1566854;2025-06-10 12:26:35;2025-06-10 12:26:37;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3762566;-66.1566854;2025-06-10 12:26:39;2025-06-10 12:26:43;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3762566;-66.1566854;2025-06-10 12:26:47;2025-06-10 12:26:51;exitoso;;25.58 MB
FB;WIFI;Envio de documento;-17.3762566;-66.1566854;2025-06-10 12:26:54;2025-06-10 12:26:58;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.3762566;-66.1566854;2025-06-10 14:56:20;2025-06-10 14:56:21;exitoso;;
FB;WIFI;Publicar historia;-17.3762566;-66.1566854;2025-06-10 14:56:39;2025-06-10 14:56:43;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3762566;-66.1566854;2025-06-10 14:56:43;2025-06-10 14:57:01;exitoso;;
FB;WIFI;Envio de mensaje;-17.3762566;-66.1566854;2025-06-10 14:57:16;2025-06-10 14:57:17;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3762566;-66.1566854;2025-06-10 14:57:20;2025-06-10 14:57:24;exitoso;;13M
FB;WIFI;Envio de video;-17.3762566;-66.1566854;2025-06-10 14:57:28;2025-06-10 14:57:28;fallido;Elemento no encontrado;0 MB
FB;WIFI;Envio de documento;-17.3762566;-66.1566854;2025-06-10 14:57:33;2025-06-10 14:57:37;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.3762566;-66.1566854;2025-06-10 15:11:55;2025-06-10 15:11:58;fallido;Elemento no encontrado;
FB;WIFI;Publicar historia;-17.3762566;-66.1566854;2025-06-10 15:12:19;2025-06-10 15:12:26;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3762566;-66.1566854;2025-06-10 15:12:27;2025-06-10 15:12:43;exitoso;;
FB;WIFI;Envio de mensaje;-17.3762566;-66.1566854;2025-06-10 15:12:57;2025-06-10 15:12:59;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3762566;-66.1566854;2025-06-10 15:13:01;2025-06-10 15:13:04;exitoso;;13M
FB;WIFI;Envio de video;-17.3762566;-66.1566854;2025-06-10 15:13:08;2025-06-10 15:13:08;fallido;Elemento no encontrado;0 MB
FB;WIFI;Envio de documento;-17.3762566;-66.1566854;2025-06-10 15:13:12;2025-06-10 15:13:17;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.3762566;-66.1566854;2025-06-10 15:13:24;2025-06-10 15:13:26;exitoso;;
FB;WIFI;Carga feed;-17.3762566;-66.1566854;2025-06-10 15:13:45;2025-06-10 15:13:49;fallido;Elemento no encontrado;
FB;WIFI;Publicar historia;-17.3762566;-66.1566854;2025-06-10 15:14:07;2025-06-10 15:14:13;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3762566;-66.1566854;2025-06-10 15:14:14;2025-06-10 15:14:31;exitoso;;
FB;WIFI;Envio de mensaje;-17.3762566;-66.1566854;2025-06-10 15:14:44;2025-06-10 15:14:46;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3762566;-66.1566854;2025-06-10 15:14:48;2025-06-10 15:14:52;fallido;Elemento no encontrado;0 MB
FB;WIFI;Envio de video;-17.3762566;-66.1566854;2025-06-10 15:14:55;2025-06-10 15:14:55;fallido;Elemento no encontrado;0 MB
FB;WIFI;Envio de documento;-17.3762566;-66.1566854;2025-06-10 15:14:59;2025-06-10 15:15:10;fallido;Time Out;0 MB
FB;WIFI;Carga feed;-17.3762566;-66.1566854;2025-06-10 15:18:57;2025-06-10 15:19:00;fallido;Elemento no encontrado;
FB;WIFI;Carga feed;-17.3762566;-66.1566854;2025-06-10 15:19:20;2025-06-10 15:19:21;exitoso;;
FB;WIFI;Publicar historia;-17.3762566;-66.1566854;2025-06-10 15:19:37;2025-06-10 15:19:42;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3762566;-66.1566854;2025-06-10 15:19:43;2025-06-10 15:19:59;exitoso;;
FB;WIFI;Envio de mensaje;-17.3762566;-66.1566854;2025-06-10 15:20:12;2025-06-10 15:20:13;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3762566;-66.1566854;2025-06-10 15:20:16;2025-06-10 15:20:19;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3762566;-66.1566854;2025-06-10 15:20:23;2025-06-10 15:20:23;fallido;Elemento no encontrado;0 MB
FB;WIFI;Envio de documento;-17.3762566;-66.1566854;2025-06-10 15:20:27;2025-06-10 15:20:31;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.3762566;-66.1566854;2025-06-10 15:20:39;2025-06-10 15:20:40;exitoso;;
FB;WIFI;Carga feed;-17.3762566;-66.1566854;2025-06-10 15:21:43;2025-06-10 15:21:44;exitoso;;
FB;WIFI;Publicar historia;-17.3762566;-66.1566854;2025-06-10 15:22:02;2025-06-10 15:22:07;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3762566;-66.1566854;2025-06-10 15:22:07;2025-06-10 15:22:22;exitoso;;
FB;WIFI;Carga feed;-17.3762566;-66.1566854;2025-06-10 15:22:30;2025-06-10 15:22:31;exitoso;;
FB;WIFI;Publicar historia;-17.3762566;-66.1566854;2025-06-10 15:22:48;2025-06-10 15:22:53;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3762566;-66.1566854;2025-06-10 15:22:54;2025-06-10 15:23:11;exitoso;;
FB;WIFI;Envio de mensaje;-17.3762566;-66.1566854;2025-06-10 15:23:24;2025-06-10 15:23:26;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3762566;-66.1566854;2025-06-10 15:23:29;2025-06-10 15:23:33;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3762566;-66.1566854;2025-06-10 15:23:38;2025-06-10 15:23:42;exitoso;;13M
FB;WIFI;Envio de documento;-17.3762566;-66.1566854;2025-06-10 15:23:45;2025-06-10 15:23:49;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.3762566;-66.1566854;2025-06-10 16:50:30;2025-06-10 16:50:33;fallido;Elemento no encontrado;
FB;WIFI;Carga feed;-17.3762566;-66.1566854;2025-06-10 16:50:54;2025-06-10 16:50:56;exitoso;;
FB;WIFI;Publicar historia;-17.3762566;-66.1566854;2025-06-10 16:51:13;2025-06-10 16:51:18;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3762566;-66.1566854;2025-06-10 16:51:18;2025-06-10 16:51:35;exitoso;;
FB;WIFI;Envio de mensaje;-17.3762566;-66.1566854;2025-06-10 16:51:49;2025-06-10 16:51:51;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3762566;-66.1566854;2025-06-10 16:51:54;2025-06-10 16:51:57;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3762566;-66.1566854;2025-06-10 16:52:02;2025-06-10 16:52:06;exitoso;;13M
FB;WIFI;Envio de documento;-17.3762566;-66.1566854;2025-06-10 16:52:11;2025-06-10 16:52:16;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.3762566;-66.1566854;2025-06-10 16:56:50;2025-06-10 16:56:51;exitoso;;
FB;WIFI;Publicar historia;-17.3762566;-66.1566854;2025-06-10 16:57:07;2025-06-10 16:57:13;exitoso;;2 MB
FB;WIFI;Carga feed;-17.3762566;-66.1566854;2025-06-10 16:58:07;2025-06-10 16:58:08;exitoso;;
FB;WIFI;Carga feed;-17.3762566;-66.1566854;2025-06-10 16:58:24;2025-06-10 16:58:28;fallido;Elemento no encontrado;
FB;WIFI;Carga feed;-17.3762566;-66.1566854;2025-06-10 16:58:49;2025-06-10 16:58:51;exitoso;;
FB;WIFI;Carga feed;-17.3764063;-66.1567592;2025-06-11 11:19:35;2025-06-11 11:19:37;exitoso;;
FB;WIFI;Publicar historia;-17.3764063;-66.1567592;2025-06-11 11:19:54;2025-06-11 11:19:59;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3764063;-66.1567592;2025-06-11 11:19:59;2025-06-11 11:20:16;exitoso;;
FB;WIFI;Envio de mensaje;-17.3764063;-66.1567592;2025-06-11 11:20:30;2025-06-11 11:20:32;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3764063;-66.1567592;2025-06-11 11:20:34;2025-06-11 11:20:38;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3764063;-66.1567592;2025-06-11 11:20:42;2025-06-11 11:20:42;fallido;Elemento no encontrado;0 MB
FB;WIFI;Carga feed;-17.3764063;-66.1567592;2025-06-11 11:21:01;2025-06-11 11:21:03;exitoso;;
FB;WIFI;Carga feed;-17.3764063;-66.1567592;2025-06-11 11:25:29;2025-06-11 11:25:31;exitoso;;
FB;WIFI;Publicar historia;-17.3764063;-66.1567592;2025-06-11 11:25:48;2025-06-11 11:25:54;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3764063;-66.1567592;2025-06-11 11:25:55;2025-06-11 11:26:11;exitoso;;
FB;WIFI;Envio de mensaje;-17.3764063;-66.1567592;2025-06-11 11:26:26;2025-06-11 11:26:28;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3764063;-66.1567592;2025-06-11 11:26:30;2025-06-11 11:26:34;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3764063;-66.1567592;2025-06-11 11:26:39;2025-06-11 11:26:43;exitoso;;13M
FB;WIFI;Envio de documento;-17.3764063;-66.1567592;2025-06-11 11:26:46;2025-06-11 11:26:50;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.3764063;-66.1567592;2025-06-11 11:26:57;2025-06-11 11:26:59;exitoso;;
FB;WIFI;Publicar historia;-17.3764063;-66.1567592;2025-06-11 11:27:17;2025-06-11 11:27:23;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3764063;-66.1567592;2025-06-11 11:27:24;2025-06-11 11:27:41;exitoso;;
FB;WIFI;Envio de mensaje;-17.3764063;-66.1567592;2025-06-11 11:27:55;2025-06-11 11:27:57;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3764063;-66.1567592;2025-06-11 11:27:59;2025-06-11 11:28:03;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3764063;-66.1567592;2025-06-11 11:28:08;2025-06-11 11:28:12;exitoso;;13M
FB;WIFI;Envio de documento;-17.3764063;-66.1567592;2025-06-11 11:28:16;2025-06-11 11:28:19;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.3764063;-66.1567592;2025-06-11 11:28:27;2025-06-11 11:28:29;exitoso;;
FB;WIFI;Publicar historia;-17.3764063;-66.1567592;2025-06-11 11:28:46;2025-06-11 11:28:51;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3764063;-66.1567592;2025-06-11 11:28:52;2025-06-11 11:29:09;exitoso;;
FB;WIFI;Envio de mensaje;-17.3764063;-66.1567592;2025-06-11 11:29:22;2025-06-11 11:29:24;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3764063;-66.1567592;2025-06-11 11:29:26;2025-06-11 11:29:30;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3764063;-66.1567592;2025-06-11 11:29:35;2025-06-11 11:29:39;exitoso;;13M
FB;WIFI;Envio de documento;-17.3764063;-66.1567592;2025-06-11 11:29:42;2025-06-11 11:29:46;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.3763531;-66.156793;2025-06-11 14:54:05;2025-06-11 14:54:09;fallido;Elemento no encontrado;
FB;WIFI;Carga feed;-17.3763531;-66.156793;2025-06-11 14:54:29;2025-06-11 14:54:31;exitoso;;
FB;WIFI;Publicar historia;-17.3763531;-66.156793;2025-06-11 14:54:50;2025-06-11 14:54:54;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3763534;-66.1567926;2025-06-11 14:54:55;2025-06-11 14:55:12;exitoso;;
FB;WIFI;Envio de mensaje;-17.3763534;-66.1567926;2025-06-11 14:55:27;2025-06-11 14:55:29;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3763534;-66.1567926;2025-06-11 14:55:32;2025-06-11 14:55:36;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3763534;-66.1567926;2025-06-11 14:55:41;2025-06-11 14:55:45;exitoso;;13M
FB;WIFI;Envio de documento;-17.3763534;-66.1567926;2025-06-11 14:55:49;2025-06-11 14:56:01;fallido;Time Out;0 MB
FB;WIFI;Carga feed;-17.3763656;-66.1568184;2025-06-11 14:56:09;2025-06-11 14:56:10;exitoso;;
FB;WIFI;Publicar historia;-17.3763656;-66.1568184;2025-06-11 14:56:27;2025-06-11 14:56:32;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3763656;-66.1568184;2025-06-11 14:56:32;2025-06-11 14:56:49;exitoso;;
FB;WIFI;Envio de mensaje;-17.3763628;-66.1568523;2025-06-11 14:57:04;2025-06-11 14:57:06;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3763628;-66.1568523;2025-06-11 14:57:09;2025-06-11 14:57:12;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3763628;-66.1568523;2025-06-11 14:57:17;2025-06-11 14:57:20;exitoso;;13M
FB;WIFI;Envio de documento;-17.3763628;-66.1568523;2025-06-11 14:57:24;2025-06-11 14:57:29;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.3763628;-66.1568523;2025-06-11 14:57:37;2025-06-11 14:57:38;exitoso;;
FB;WIFI;Publicar historia;-17.3763565;-66.1567914;2025-06-11 14:57:57;2025-06-11 14:58:03;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3763565;-66.1567914;2025-06-11 14:58:04;2025-06-11 14:58:21;exitoso;;
FB;WIFI;Envio de mensaje;-17.3763565;-66.1567914;2025-06-11 14:58:34;2025-06-11 14:58:36;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3763565;-66.1567914;2025-06-11 14:58:38;2025-06-11 14:58:43;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3763565;-66.1567914;2025-06-11 14:58:48;2025-06-11 14:58:52;exitoso;;13M
FB;WIFI;Envio de documento;-17.3763562;-66.1568041;2025-06-11 14:58:55;2025-06-11 14:58:58;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.3763562;-66.1568041;2025-06-11 14:59:06;2025-06-11 14:59:08;exitoso;;
FB;WIFI;Publicar historia;-17.3763562;-66.1568041;2025-06-11 14:59:25;2025-06-11 14:59:32;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3763562;-66.1568041;2025-06-11 14:59:32;2025-06-11 14:59:49;exitoso;;
FB;WIFI;Envio de mensaje;-17.376352;-66.1567908;2025-06-11 15:00:04;2025-06-11 15:00:06;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.376352;-66.1567908;2025-06-11 15:00:08;2025-06-11 15:00:12;exitoso;;1.9M
FB;WIFI;Envio de video;-17.376352;-66.1567908;2025-06-11 15:00:16;2025-06-11 15:00:20;exitoso;;13M
FB;WIFI;Envio de documento;-17.376352;-66.1567908;2025-06-11 15:00:23;2025-06-11 15:00:27;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.376352;-66.1567908;2025-06-11 15:00:35;2025-06-11 15:00:36;exitoso;;
FB;WIFI;Publicar historia;-17.3763596;-66.1568;2025-06-11 15:00:54;2025-06-11 15:00:57;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3763596;-66.1568;2025-06-11 15:00:58;2025-06-11 15:01:15;exitoso;;
FB;WIFI;Envio de mensaje;-17.3763596;-66.1568;2025-06-11 15:01:29;2025-06-11 15:01:31;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3763596;-66.1568;2025-06-11 15:01:33;2025-06-11 15:01:37;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3763596;-66.1568;2025-06-11 15:01:42;2025-06-11 15:01:46;exitoso;;13M
FB;WIFI;Envio de documento;-17.3763596;-66.1568;2025-06-11 15:01:49;2025-06-11 15:01:53;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.3763496;-66.1567881;2025-06-11 15:02:01;2025-06-11 15:02:03;exitoso;;
FB;WIFI;Publicar historia;-17.3763496;-66.1567881;2025-06-11 15:02:20;2025-06-11 15:02:24;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3763496;-66.1567881;2025-06-11 15:02:25;2025-06-11 15:02:41;exitoso;;
FB;WIFI;Envio de mensaje;-17.3763322;-66.1567713;2025-06-11 15:02:54;2025-06-11 15:02:56;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3763322;-66.1567713;2025-06-11 15:02:59;2025-06-11 15:03:04;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3763322;-66.1567713;2025-06-11 15:03:09;2025-06-11 15:03:13;exitoso;;13M
FB;WIFI;Envio de documento;-17.3763322;-66.1567713;2025-06-11 15:03:16;2025-06-11 15:03:28;fallido;Time Out;0 MB
FB;WIFI;Carga feed;-17.3763322;-66.1567713;2025-06-11 15:03:36;2025-06-11 15:03:37;exitoso;;
FB;WIFI;Publicar historia;-17.3762826;-66.1567283;2025-06-11 15:03:54;2025-06-11 15:03:59;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3762826;-66.1567283;2025-06-11 15:04:00;2025-06-11 15:04:17;exitoso;;
FB;WIFI;Envio de mensaje;-17.3762826;-66.1567283;2025-06-11 15:04:31;2025-06-11 15:04:33;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3762826;-66.1567283;2025-06-11 15:04:35;2025-06-11 15:04:39;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3762826;-66.1567283;2025-06-11 15:04:43;2025-06-11 15:04:47;exitoso;;13M
FB;WIFI;Envio de documento;-17.3762826;-66.1567283;2025-06-11 15:04:50;2025-06-11 15:04:55;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.3762949;-66.1567411;2025-06-11 15:05:02;2025-06-11 15:05:04;exitoso;;
FB;WIFI;Publicar historia;-17.3762949;-66.1567411;2025-06-11 15:05:21;2025-06-11 15:05:26;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3762949;-66.1567411;2025-06-11 15:05:27;2025-06-11 15:05:43;exitoso;;
FB;WIFI;Envio de mensaje;-17.3763628;-66.1568019;2025-06-11 15:05:57;2025-06-11 15:05:59;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3763628;-66.1568019;2025-06-11 15:06:02;2025-06-11 15:06:06;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3763628;-66.1568019;2025-06-11 15:06:11;2025-06-11 15:06:15;exitoso;;13M
FB;WIFI;Envio de documento;-17.3763628;-66.1568019;2025-06-11 15:06:18;2025-06-11 15:06:24;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.3763628;-66.1568019;2025-06-11 15:06:30;2025-06-11 15:06:32;exitoso;;
FB;WIFI;Publicar historia;-17.3763628;-66.1568019;2025-06-11 15:06:48;2025-06-11 15:06:53;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3763386;-66.1567561;2025-06-11 15:06:53;2025-06-11 15:07:10;exitoso;;
FB;WIFI;Envio de mensaje;-17.3763386;-66.1567561;2025-06-11 15:07:24;2025-06-11 15:07:26;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3763386;-66.1567561;2025-06-11 15:07:28;2025-06-11 15:07:32;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3763386;-66.1567561;2025-06-11 15:07:37;2025-06-11 15:07:41;exitoso;;13M
FB;WIFI;Envio de documento;-17.3763386;-66.1567561;2025-06-11 15:07:44;2025-06-11 15:07:48;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.3763499;-66.1567802;2025-06-11 15:07:55;2025-06-11 15:07:57;exitoso;;
FB;WIFI;Publicar historia;-17.3763499;-66.1567802;2025-06-11 15:08:14;2025-06-11 15:08:18;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3763499;-66.1567802;2025-06-11 15:08:19;2025-06-11 15:08:36;exitoso;;
FB;WIFI;Envio de mensaje;-17.3763499;-66.1567802;2025-06-11 15:08:51;2025-06-11 15:08:53;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3763638;-66.1567994;2025-06-11 15:08:55;2025-06-11 15:08:59;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3763638;-66.1567994;2025-06-11 15:09:04;2025-06-11 15:09:08;exitoso;;13M
FB;WIFI;Envio de documento;-17.3763638;-66.1567994;2025-06-11 15:09:11;2025-06-11 15:09:14;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.3763638;-66.1567994;2025-06-11 15:09:21;2025-06-11 15:09:23;exitoso;;
FB;WIFI;Publicar historia;-17.3763638;-66.1567994;2025-06-11 15:09:41;2025-06-11 15:09:48;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3763638;-66.1567994;2025-06-11 15:09:49;2025-06-11 15:10:06;exitoso;;
FB;WIFI;Envio de mensaje;-17.3763433;-66.1567721;2025-06-11 15:10:19;2025-06-11 15:10:21;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3763433;-66.1567721;2025-06-11 15:10:24;2025-06-11 15:10:27;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3763433;-66.1567721;2025-06-11 15:10:32;2025-06-11 15:10:35;exitoso;;13M
FB;WIFI;Envio de documento;-17.3763433;-66.1567721;2025-06-11 15:10:39;2025-06-11 15:10:47;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.376341;-66.1567727;2025-06-11 15:10:54;2025-06-11 15:10:56;exitoso;;
FB;WIFI;Publicar historia;-17.376341;-66.1567727;2025-06-11 15:11:16;2025-06-11 15:11:20;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.376341;-66.1567727;2025-06-11 15:11:21;2025-06-11 15:11:38;exitoso;;
FB;WIFI;Envio de mensaje;-17.376341;-66.1567727;2025-06-11 15:11:52;2025-06-11 15:11:54;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.376368;-66.1568026;2025-06-11 15:11:56;2025-06-11 15:12:00;exitoso;;1.9M
