App;RED;Type;Latitud;Longitud;Fecha Hora Inicio;Fecha Hora Fin;Estado;Causa de falla;Tamanio de archivo (MB)
FB;WIFI;Envio de video;-17.376368;-66.1568026;2025-06-11 15:12:04;2025-06-11 15:12:08;exitoso;;13M
FB;WIFI;Envio de documento;-17.376368;-66.1568026;2025-06-11 15:12:11;2025-06-11 15:12:15;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.376368;-66.1568026;2025-06-11 15:12:22;2025-06-11 15:12:23;exitoso;;
FB;WIFI;Publicar historia;-17.376368;-66.1568026;2025-06-11 15:12:39;2025-06-11 15:12:42;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.376368;-66.1568026;2025-06-11 15:12:43;2025-06-11 15:13:00;exitoso;;
FB;WIFI;Envio de mensaje;-17.3763417;-66.1567792;2025-06-11 15:13:15;2025-06-11 15:13:17;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3763417;-66.1567792;2025-06-11 15:13:19;2025-06-11 15:13:23;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3763417;-66.1567792;2025-06-11 15:13:28;2025-06-11 15:13:32;exitoso;;13M
FB;WIFI;Envio de documento;-17.3763417;-66.1567792;2025-06-11 15:13:35;2025-06-11 15:13:39;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.3763417;-66.1567792;2025-06-11 15:13:46;2025-06-11 15:13:48;exitoso;;
FB;WIFI;Publicar historia;-17.3763178;-66.1567712;2025-06-11 15:14:07;2025-06-11 15:14:10;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3763178;-66.1567712;2025-06-11 15:14:11;2025-06-11 15:14:28;exitoso;;
FB;WIFI;Envio de mensaje;-17.3763178;-66.1567712;2025-06-11 15:14:41;2025-06-11 15:14:43;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3763178;-66.1567712;2025-06-11 15:14:45;2025-06-11 15:14:49;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3763493;-66.1567724;2025-06-11 15:14:54;2025-06-11 15:14:58;exitoso;;13M
FB;WIFI;Envio de documento;-17.3763493;-66.1567724;2025-06-11 15:15:01;2025-06-11 15:15:04;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.3763493;-66.1567724;2025-06-11 15:15:12;2025-06-11 15:15:14;exitoso;;
FB;WIFI;Publicar historia;-17.3763493;-66.1567724;2025-06-11 15:15:32;2025-06-11 15:15:35;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3763493;-66.1567724;2025-06-11 15:15:36;2025-06-11 15:15:53;exitoso;;
FB;WIFI;Envio de mensaje;-17.3763373;-66.156788;2025-06-11 15:16:07;2025-06-11 15:16:09;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3763373;-66.156788;2025-06-11 15:16:12;2025-06-11 15:16:15;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3763373;-66.156788;2025-06-11 15:16:20;2025-06-11 15:16:24;exitoso;;13M
FB;WIFI;Envio de documento;-17.3763373;-66.156788;2025-06-11 15:16:28;2025-06-11 15:16:31;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.3763373;-66.156788;2025-06-11 15:16:39;2025-06-11 15:16:40;exitoso;;
FB;WIFI;Publicar historia;-17.3763595;-66.1567991;2025-06-11 15:16:57;2025-06-11 15:17:02;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3763595;-66.1567991;2025-06-11 15:17:03;2025-06-11 15:17:21;exitoso;;
FB;WIFI;Envio de mensaje;-17.3763595;-66.1567991;2025-06-11 15:17:34;2025-06-11 15:17:36;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3763595;-66.1567991;2025-06-11 15:17:38;2025-06-11 15:17:42;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3763595;-66.1567991;2025-06-11 15:17:47;2025-06-11 15:17:51;exitoso;;13M
FB;WIFI;Envio de documento;-17.3763583;-66.1568143;2025-06-11 15:17:54;2025-06-11 15:17:59;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.3763583;-66.1568143;2025-06-11 15:18:07;2025-06-11 15:18:08;exitoso;;
FB;WIFI;Publicar historia;-17.3763583;-66.1568143;2025-06-11 15:18:25;2025-06-11 15:18:30;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3763583;-66.1568143;2025-06-11 15:18:31;2025-06-11 15:18:47;exitoso;;
FB;WIFI;Envio de mensaje;-17.3763385;-66.1567723;2025-06-11 15:19:01;2025-06-11 15:19:03;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3763385;-66.1567723;2025-06-11 15:19:05;2025-06-11 15:19:09;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3763385;-66.1567723;2025-06-11 15:19:14;2025-06-11 15:19:17;exitoso;;13M
FB;WIFI;Envio de documento;-17.3763385;-66.1567723;2025-06-11 15:19:21;2025-06-11 15:19:24;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.3763385;-66.1567723;2025-06-11 15:19:32;2025-06-11 15:19:33;exitoso;;
FB;WIFI;Publicar historia;-17.3763385;-66.1567723;2025-06-11 15:19:50;2025-06-11 15:19:55;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3763353;-66.1567756;2025-06-11 15:19:56;2025-06-11 15:20:12;exitoso;;
FB;WIFI;Envio de mensaje;-17.3763353;-66.1567756;2025-06-11 15:20:25;2025-06-11 15:20:27;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3763353;-66.1567756;2025-06-11 15:20:30;2025-06-11 15:20:33;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3763353;-66.1567756;2025-06-11 15:20:39;2025-06-11 15:20:43;exitoso;;13M
FB;WIFI;Envio de documento;-17.3763353;-66.1567756;2025-06-11 15:20:46;2025-06-11 15:20:50;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.3763433;-66.1567706;2025-06-11 15:20:58;2025-06-11 15:21:00;exitoso;;
FB;WIFI;Publicar historia;-17.3763433;-66.1567706;2025-06-11 15:21:18;2025-06-11 15:21:23;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3763433;-66.1567706;2025-06-11 15:21:23;2025-06-11 15:21:40;exitoso;;
FB;WIFI;Envio de mensaje;-17.3763633;-66.1568116;2025-06-11 15:21:54;2025-06-11 15:21:56;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3763633;-66.1568116;2025-06-11 15:21:59;2025-06-11 15:22:03;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3763633;-66.1568116;2025-06-11 15:22:08;2025-06-11 15:22:11;exitoso;;13M
FB;WIFI;Envio de documento;-17.3763633;-66.1568116;2025-06-11 15:22:15;2025-06-11 15:22:20;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.3763633;-66.1568116;2025-06-11 15:22:27;2025-06-11 15:22:29;exitoso;;
FB;WIFI;Publicar historia;-17.3763633;-66.1568116;2025-06-11 15:22:46;2025-06-11 15:22:49;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3763633;-66.1568116;2025-06-11 15:22:50;2025-06-11 15:23:07;exitoso;;
FB;WIFI;Envio de mensaje;-17.3763497;-66.1567865;2025-06-11 15:23:22;2025-06-11 15:23:24;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3763497;-66.1567865;2025-06-11 15:23:26;2025-06-11 15:23:30;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3763497;-66.1567865;2025-06-11 15:23:34;2025-06-11 15:23:38;exitoso;;13M
FB;WIFI;Envio de documento;-17.3763497;-66.1567865;2025-06-11 15:23:42;2025-06-11 15:23:46;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.3763438;-66.1567851;2025-06-11 15:23:54;2025-06-11 15:23:56;exitoso;;
FB;WIFI;Publicar historia;-17.3763438;-66.1567851;2025-06-11 15:24:13;2025-06-11 15:24:17;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3763438;-66.1567851;2025-06-11 15:24:18;2025-06-11 15:24:34;exitoso;;
FB;WIFI;Envio de mensaje;-17.3763438;-66.1567851;2025-06-11 15:24:50;2025-06-11 15:24:52;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3762497;-66.1566923;2025-06-11 15:24:55;2025-06-11 15:25:00;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3762497;-66.1566923;2025-06-11 15:25:04;2025-06-11 15:25:08;exitoso;;13M
FB;WIFI;Envio de documento;-17.3762497;-66.1566923;2025-06-11 15:25:11;2025-06-11 15:25:15;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.3762497;-66.1566923;2025-06-11 15:25:22;2025-06-11 15:25:24;exitoso;;
FB;WIFI;Publicar historia;-17.3762497;-66.1566923;2025-06-11 15:25:42;2025-06-11 15:25:46;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3762497;-66.1566923;2025-06-11 15:25:47;2025-06-11 15:26:03;exitoso;;
FB;WIFI;Envio de mensaje;-17.3763696;-66.1568102;2025-06-11 15:26:17;2025-06-11 15:26:19;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3763696;-66.1568102;2025-06-11 15:26:21;2025-06-11 15:26:25;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3763696;-66.1568102;2025-06-11 15:26:29;2025-06-11 15:26:33;exitoso;;13M
FB;WIFI;Envio de documento;-17.3763696;-66.1568102;2025-06-11 15:26:37;2025-06-11 15:26:42;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.3763696;-66.1568102;2025-06-11 15:26:49;2025-06-11 15:26:51;exitoso;;
FB;WIFI;Publicar historia;-17.3763461;-66.1567845;2025-06-11 15:27:08;2025-06-11 15:27:15;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3763461;-66.1567845;2025-06-11 15:27:15;2025-06-11 15:27:33;exitoso;;
FB;WIFI;Envio de mensaje;-17.3763461;-66.1567845;2025-06-11 15:27:47;2025-06-11 15:27:50;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3763461;-66.1567845;2025-06-11 15:27:52;2025-06-11 15:27:56;exitoso;;1.9M
FB;WIFI;Envio de video;-17.376373;-66.156812;2025-06-11 15:28:01;2025-06-11 15:28:05;exitoso;;13M
FB;WIFI;Envio de documento;-17.376373;-66.156812;2025-06-11 15:28:08;2025-06-11 15:28:12;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.376373;-66.156812;2025-06-11 15:28:19;2025-06-11 15:28:21;exitoso;;
FB;WIFI;Publicar historia;-17.376373;-66.156812;2025-06-11 15:28:37;2025-06-11 15:28:41;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.376373;-66.156812;2025-06-11 15:28:42;2025-06-11 15:28:59;exitoso;;
FB;WIFI;Envio de mensaje;-17.3763665;-66.1568133;2025-06-11 15:29:14;2025-06-11 15:29:16;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3763665;-66.1568133;2025-06-11 15:29:19;2025-06-11 15:29:22;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3763665;-66.1568133;2025-06-11 15:29:27;2025-06-11 15:29:30;exitoso;;13M
FB;WIFI;Envio de documento;-17.3763665;-66.1568133;2025-06-11 15:29:34;2025-06-11 15:29:38;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.3763665;-66.1568133;2025-06-11 15:29:45;2025-06-11 15:29:47;exitoso;;
FB;WIFI;Publicar historia;-17.3763188;-66.1567644;2025-06-11 15:30:06;2025-06-11 15:30:11;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3763188;-66.1567644;2025-06-11 15:30:11;2025-06-11 15:30:28;exitoso;;
FB;WIFI;Envio de mensaje;-17.3763188;-66.1567644;2025-06-11 15:30:42;2025-06-11 15:30:45;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3763188;-66.1567644;2025-06-11 15:30:47;2025-06-11 15:30:51;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3763188;-66.1567644;2025-06-11 15:30:56;2025-06-11 15:31:00;exitoso;;13M
FB;WIFI;Envio de documento;-17.3763188;-66.1567644;2025-06-11 15:31:03;2025-06-11 15:31:07;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.3763188;-66.1567644;2025-06-11 15:31:14;2025-06-11 15:31:16;exitoso;;
FB;WIFI;Publicar historia;-17.3763188;-66.1567644;2025-06-11 15:31:34;2025-06-11 15:31:38;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3763188;-66.1567644;2025-06-11 15:31:38;2025-06-11 15:31:57;exitoso;;
FB;WIFI;Envio de mensaje;-17.3763188;-66.1567644;2025-06-11 15:32:11;2025-06-11 15:32:13;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3763188;-66.1567644;2025-06-11 15:32:15;2025-06-11 15:32:19;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3763188;-66.1567644;2025-06-11 15:32:23;2025-06-11 15:32:27;exitoso;;13M
FB;WIFI;Envio de documento;-17.3763188;-66.1567644;2025-06-11 15:32:30;2025-06-11 15:32:34;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.3763188;-66.1567644;2025-06-11 15:32:41;2025-06-11 15:32:43;exitoso;;
FB;WIFI;Publicar historia;-17.3763188;-66.1567644;2025-06-11 15:33:02;2025-06-11 15:33:06;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3763188;-66.1567644;2025-06-11 15:33:06;2025-06-11 15:33:23;exitoso;;
FB;WIFI;Envio de mensaje;-17.3763188;-66.1567644;2025-06-11 15:33:37;2025-06-11 15:33:39;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3763188;-66.1567644;2025-06-11 15:33:42;2025-06-11 15:33:45;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3763188;-66.1567644;2025-06-11 15:33:50;2025-06-11 15:33:53;exitoso;;13M
FB;WIFI;Envio de documento;-17.3763188;-66.1567644;2025-06-11 15:33:56;2025-06-11 15:34:03;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.3763188;-66.1567644;2025-06-11 15:34:10;2025-06-11 15:34:12;exitoso;;
FB;WIFI;Publicar historia;-17.3763188;-66.1567644;2025-06-11 15:34:29;2025-06-11 15:34:35;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3763188;-66.1567644;2025-06-11 15:34:36;2025-06-11 15:34:52;exitoso;;
FB;WIFI;Envio de mensaje;-17.3763188;-66.1567644;2025-06-11 15:35:07;2025-06-11 15:35:09;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3763188;-66.1567644;2025-06-11 15:35:11;2025-06-11 15:35:15;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3763188;-66.1567644;2025-06-11 15:35:19;2025-06-11 15:35:23;exitoso;;13M
FB;WIFI;Envio de documento;-17.3763188;-66.1567644;2025-06-11 15:35:27;2025-06-11 15:35:31;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.3763188;-66.1567644;2025-06-11 15:35:39;2025-06-11 15:35:41;exitoso;;
FB;WIFI;Publicar historia;-17.3763188;-66.1567644;2025-06-11 15:35:58;2025-06-11 15:36:03;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3763188;-66.1567644;2025-06-11 15:36:04;2025-06-11 15:36:21;exitoso;;
FB;WIFI;Envio de mensaje;-17.3763188;-66.1567644;2025-06-11 15:36:35;2025-06-11 15:36:37;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3763188;-66.1567644;2025-06-11 15:36:39;2025-06-11 15:36:42;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3763188;-66.1567644;2025-06-11 15:36:47;2025-06-11 15:36:51;exitoso;;13M
FB;WIFI;Envio de documento;-17.3763188;-66.1567644;2025-06-11 15:36:54;2025-06-11 15:36:58;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.3763188;-66.1567644;2025-06-11 15:37:06;2025-06-11 15:37:08;exitoso;;
FB;WIFI;Publicar historia;-17.3763188;-66.1567644;2025-06-11 15:37:25;2025-06-11 15:37:29;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3763188;-66.1567644;2025-06-11 15:37:30;2025-06-11 15:37:47;exitoso;;
FB;WIFI;Envio de mensaje;-17.3763188;-66.1567644;2025-06-11 15:38:03;2025-06-11 15:38:05;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3763188;-66.1567644;2025-06-11 15:38:07;2025-06-11 15:38:11;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3763188;-66.1567644;2025-06-11 15:38:15;2025-06-11 15:38:19;exitoso;;13M
FB;WIFI;Envio de documento;-17.3763188;-66.1567644;2025-06-11 15:38:22;2025-06-11 15:38:26;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.3763188;-66.1567644;2025-06-11 15:38:33;2025-06-11 15:38:35;exitoso;;
FB;WIFI;Publicar historia;-17.3763188;-66.1567644;2025-06-11 15:38:53;2025-06-11 15:38:57;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3763188;-66.1567644;2025-06-11 15:38:58;2025-06-11 15:39:14;exitoso;;
FB;WIFI;Envio de mensaje;-17.3763188;-66.1567644;2025-06-11 15:39:27;2025-06-11 15:39:30;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3763188;-66.1567644;2025-06-11 15:39:32;2025-06-11 15:39:36;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3763188;-66.1567644;2025-06-11 15:39:41;2025-06-11 15:39:45;exitoso;;13M
FB;WIFI;Envio de documento;-17.3763188;-66.1567644;2025-06-11 15:39:48;2025-06-11 15:39:52;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.3763188;-66.1567644;2025-06-11 15:40:00;2025-06-11 15:40:01;exitoso;;
FB;WIFI;Publicar historia;-17.3763188;-66.1567644;2025-06-11 15:40:18;2025-06-11 15:40:22;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3763188;-66.1567644;2025-06-11 15:40:23;2025-06-11 15:40:40;exitoso;;
FB;WIFI;Envio de mensaje;-17.3763188;-66.1567644;2025-06-11 15:40:55;2025-06-11 15:40:58;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3763188;-66.1567644;2025-06-11 15:41:00;2025-06-11 15:41:04;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3763188;-66.1567644;2025-06-11 15:41:08;2025-06-11 15:41:12;exitoso;;13M
FB;WIFI;Envio de documento;-17.3763188;-66.1567644;2025-06-11 15:41:15;2025-06-11 15:41:19;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.3763188;-66.1567644;2025-06-11 15:41:26;2025-06-11 15:41:27;exitoso;;
FB;WIFI;Publicar historia;-17.3763188;-66.1567644;2025-06-11 15:41:44;2025-06-11 15:41:50;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3763188;-66.1567644;2025-06-11 15:41:51;2025-06-11 15:42:07;exitoso;;
FB;WIFI;Envio de mensaje;-17.3763188;-66.1567644;2025-06-11 15:42:21;2025-06-11 15:42:24;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3763188;-66.1567644;2025-06-11 15:42:26;2025-06-11 15:42:30;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3763188;-66.1567644;2025-06-11 15:42:35;2025-06-11 15:42:38;exitoso;;13M
FB;WIFI;Envio de documento;-17.3763188;-66.1567644;2025-06-11 15:42:42;2025-06-11 15:42:47;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.3763188;-66.1567644;2025-06-11 15:42:55;2025-06-11 15:42:57;exitoso;;
FB;WIFI;Publicar historia;-17.3763188;-66.1567644;2025-06-11 15:43:13;2025-06-11 15:43:18;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3763188;-66.1567644;2025-06-11 15:43:19;2025-06-11 15:43:36;exitoso;;
FB;WIFI;Envio de mensaje;-17.3763188;-66.1567644;2025-06-11 15:43:52;2025-06-11 15:43:54;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3763188;-66.1567644;2025-06-11 15:43:56;2025-06-11 15:43:59;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3763188;-66.1567644;2025-06-11 15:44:04;2025-06-11 15:44:08;exitoso;;13M
FB;WIFI;Envio de documento;-17.3763188;-66.1567644;2025-06-11 15:44:11;2025-06-11 15:44:15;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.3763188;-66.1567644;2025-06-11 15:44:23;2025-06-11 15:44:24;exitoso;;
FB;WIFI;Publicar historia;-17.3763188;-66.1567644;2025-06-11 15:44:43;2025-06-11 15:44:50;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3763188;-66.1567644;2025-06-11 15:44:50;2025-06-11 15:45:07;exitoso;;
FB;WIFI;Envio de mensaje;-17.3763188;-66.1567644;2025-06-11 15:45:21;2025-06-11 15:45:24;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3763188;-66.1567644;2025-06-11 15:45:26;2025-06-11 15:45:30;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3763188;-66.1567644;2025-06-11 15:45:35;2025-06-11 15:45:38;exitoso;;13M
FB;WIFI;Envio de documento;-17.3763188;-66.1567644;2025-06-11 15:45:42;2025-06-11 15:45:45;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.3763188;-66.1567644;2025-06-11 15:45:53;2025-06-11 15:45:54;exitoso;;
FB;WIFI;Publicar historia;-17.3763188;-66.1567644;2025-06-11 15:46:12;2025-06-11 15:46:18;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3763188;-66.1567644;2025-06-11 15:46:18;2025-06-11 15:46:35;exitoso;;
FB;WIFI;Envio de mensaje;-17.3763188;-66.1567644;2025-06-11 15:46:48;2025-06-11 15:46:51;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3763188;-66.1567644;2025-06-11 15:46:53;2025-06-11 15:46:57;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3763188;-66.1567644;2025-06-11 15:47:03;2025-06-11 15:47:06;exitoso;;13M
FB;WIFI;Envio de documento;-17.3763188;-66.1567644;2025-06-11 15:47:09;2025-06-11 15:47:14;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.3763188;-66.1567644;2025-06-11 15:47:22;2025-06-11 15:47:24;exitoso;;
FB;WIFI;Publicar historia;-17.3763188;-66.1567644;2025-06-11 15:47:41;2025-06-11 15:47:49;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3763188;-66.1567644;2025-06-11 15:47:50;2025-06-11 15:48:06;exitoso;;
FB;WIFI;Envio de mensaje;-17.3763188;-66.1567644;2025-06-11 15:48:20;2025-06-11 15:48:23;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3763188;-66.1567644;2025-06-11 15:48:25;2025-06-11 15:48:28;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3763188;-66.1567644;2025-06-11 15:48:33;2025-06-11 15:48:37;exitoso;;13M
FB;WIFI;Envio de documento;-17.3763188;-66.1567644;2025-06-11 15:48:40;2025-06-11 15:48:44;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.3763188;-66.1567644;2025-06-11 15:48:52;2025-06-11 15:48:53;exitoso;;
FB;WIFI;Publicar historia;-17.3763188;-66.1567644;2025-06-11 15:49:10;2025-06-11 15:49:14;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3763188;-66.1567644;2025-06-11 15:49:15;2025-06-11 15:49:32;exitoso;;
FB;WIFI;Envio de mensaje;-17.3763188;-66.1567644;2025-06-11 15:49:47;2025-06-11 15:49:49;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3763188;-66.1567644;2025-06-11 15:49:52;2025-06-11 15:49:55;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3763188;-66.1567644;2025-06-11 15:50:00;2025-06-11 15:50:04;exitoso;;13M
FB;WIFI;Envio de documento;-17.3763188;-66.1567644;2025-06-11 15:50:07;2025-06-11 15:50:12;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.3763188;-66.1567644;2025-06-11 15:50:20;2025-06-11 15:50:22;exitoso;;
FB;WIFI;Publicar historia;-17.3763188;-66.1567644;2025-06-11 15:50:40;2025-06-11 15:50:44;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3763188;-66.1567644;2025-06-11 15:50:46;2025-06-11 15:51:02;exitoso;;
FB;WIFI;Envio de mensaje;-17.3763188;-66.1567644;2025-06-11 15:51:17;2025-06-11 15:51:19;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3763188;-66.1567644;2025-06-11 15:51:22;2025-06-11 15:51:25;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3763188;-66.1567644;2025-06-11 15:51:30;2025-06-11 15:51:34;exitoso;;13M
FB;WIFI;Envio de documento;-17.3763188;-66.1567644;2025-06-11 15:51:37;2025-06-11 15:51:42;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.3763188;-66.1567644;2025-06-11 15:51:49;2025-06-11 15:51:51;exitoso;;
FB;WIFI;Publicar historia;-17.3763188;-66.1567644;2025-06-11 15:52:07;2025-06-11 15:52:12;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3763188;-66.1567644;2025-06-11 15:52:13;2025-06-11 15:52:29;exitoso;;
FB;WIFI;Envio de mensaje;-17.3763188;-66.1567644;2025-06-11 15:52:43;2025-06-11 15:52:46;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3763188;-66.1567644;2025-06-11 15:52:48;2025-06-11 15:52:52;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3763188;-66.1567644;2025-06-11 15:52:57;2025-06-11 15:53:01;exitoso;;13M
FB;WIFI;Envio de documento;-17.3763188;-66.1567644;2025-06-11 15:53:05;2025-06-11 15:53:09;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.3763188;-66.1567644;2025-06-11 15:53:16;2025-06-11 15:53:18;exitoso;;
FB;WIFI;Publicar historia;-17.3763188;-66.1567644;2025-06-11 15:53:35;2025-06-11 15:53:40;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3763188;-66.1567644;2025-06-11 15:53:40;2025-06-11 15:53:57;exitoso;;
FB;WIFI;Envio de mensaje;-17.3763188;-66.1567644;2025-06-11 15:54:12;2025-06-11 15:54:14;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3763188;-66.1567644;2025-06-11 15:54:16;2025-06-11 15:54:22;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3763188;-66.1567644;2025-06-11 15:54:27;2025-06-11 15:54:31;exitoso;;13M
FB;WIFI;Envio de documento;-17.3763188;-66.1567644;2025-06-11 15:54:34;2025-06-11 15:54:38;exitoso;;1.27 MB
FB;WIFI;Carga feed;-17.3763188;-66.1567644;2025-06-11 15:54:46;2025-06-11 15:54:48;exitoso;;
FB;WIFI;Publicar historia;-17.3763188;-66.1567644;2025-06-11 15:55:06;2025-06-11 15:55:12;exitoso;;2 MB
FB;WIFI;Reproduccion video corto;-17.3763188;-66.1567644;2025-06-11 15:55:13;2025-06-11 15:55:29;exitoso;;
FB;WIFI;Envio de mensaje;-17.3763188;-66.1567644;2025-06-11 15:55:44;2025-06-11 15:55:46;exitoso;;4 caracteres
FB;WIFI;Envio de foto;-17.3763188;-66.1567644;2025-06-11 15:55:49;2025-06-11 15:55:53;exitoso;;1.9M
FB;WIFI;Envio de video;-17.3763188;-66.1567644;2025-06-11 15:55:58;2025-06-11 15:56:02;exitoso;;13M
FB;WIFI;Envio de documento;-17.3763188;-66.1567644;2025-06-11 15:56:05;2025-06-11 15:56:10;exitoso;;1.27 MB
